camera,camera_type,exposure_s,iso_gain,bortle_class,filter,sky_temp_c,sensor_temp_c,read_noise_e,dark_current_e_s,signal_e,total_noise_e,snr_single_sub,target_snr,recommended_subs,scenario_date
ZWO ASI533MC Pro,Cooled,180,1600,3,Optolong L-Enhance,15,0.0,1.5,0.0051,1726.2,17.41,99.1,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,3,Optolong L-Enhance,15,5.0,1.5,0.0061,1800.4,17.42,103.4,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,3,Optolong L-Enhance,15,10.0,1.5,0.0072,1738.7,17.42,99.8,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,3,Optolong L-Quad Enhance,0,-10.0,1.5,0.003,1969.1,17.4,113.2,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,3,Optolong L-Quad Enhance,0,0.0,1.5,0.0051,1790.9,17.41,102.9,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,3,Optolong L-Quad Enhance,0,5.0,1.5,0.0061,1754.0,17.42,100.7,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,3,Optolong L-Quad Enhance,0,10.0,1.5,0.0072,1862.3,17.42,106.9,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,3,Optolong L-Quad Enhance,5,-10.0,1.5,0.003,1854.2,17.4,106.6,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,3,Optolong L-Quad Enhance,5,0.0,1.5,0.0051,1620.9,17.41,93.1,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,3,Optolong L-Quad Enhance,5,5.0,1.5,0.0061,1842.7,17.42,105.8,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,3,Optolong L-Quad Enhance,5,10.0,1.5,0.0072,1707.8,17.42,98.0,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,3,Optolong L-Quad Enhance,10,-10.0,1.5,0.003,1755.1,17.4,100.9,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,3,Optolong L-Quad Enhance,10,0.0,1.5,0.0051,1874.3,17.41,107.6,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,3,Optolong L-Quad Enhance,10,5.0,1.5,0.0061,1820.7,17.42,104.5,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,3,Optolong L-Quad Enhance,10,10.0,1.5,0.0072,1752.7,17.42,100.6,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,3,Optolong L-Quad Enhance,15,-10.0,1.5,0.003,1680.3,17.4,96.6,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,3,Optolong L-Quad Enhance,15,0.0,1.5,0.0051,1802.0,17.41,103.5,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,3,Optolong L-Quad Enhance,15,5.0,1.5,0.0061,1735.0,17.42,99.6,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,3,Optolong L-Quad Enhance,15,10.0,1.5,0.0072,1948.7,17.42,111.8,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,None,0,-10.0,1.5,0.003,1389.5,24.55,56.6,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,None,0,0.0,1.5,0.0051,1481.0,24.56,60.3,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,None,0,5.0,1.5,0.0061,1349.7,24.56,54.9,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,None,0,10.0,1.5,0.0072,1470.4,24.57,59.9,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,None,5,-10.0,1.5,0.003,1257.6,24.55,51.2,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,None,5,0.0,1.5,0.0051,1324.3,24.56,53.9,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,None,5,5.0,1.5,0.0061,1263.6,24.56,51.4,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,None,5,10.0,1.5,0.0072,1250.7,24.57,50.9,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,None,10,-10.0,1.5,0.003,1495.6,24.55,60.9,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,None,10,0.0,1.5,0.0051,1439.9,24.56,58.6,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,None,10,5.0,1.5,0.0061,1414.5,24.56,57.6,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,None,10,10.0,1.5,0.0072,1389.0,24.57,56.5,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,None,15,-10.0,1.5,0.003,1399.2,24.55,57.0,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,None,15,0.0,1.5,0.0051,1418.3,24.56,57.7,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,None,15,5.0,1.5,0.0061,1470.1,24.56,59.9,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,None,15,10.0,1.5,0.0072,1406.7,24.57,57.3,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Enhance,0,-10.0,1.5,0.003,1738.3,24.55,70.8,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Enhance,0,0.0,1.5,0.0051,1583.5,24.56,64.5,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Enhance,0,5.0,1.5,0.0061,1813.9,24.56,73.8,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Enhance,0,10.0,1.5,0.0072,1501.0,24.57,61.1,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Enhance,5,-10.0,1.5,0.003,1618.4,24.55,65.9,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Enhance,5,0.0,1.5,0.0051,1782.5,24.56,72.6,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Enhance,5,5.0,1.5,0.0061,1550.2,24.56,63.1,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Enhance,5,10.0,1.5,0.0072,1537.2,24.57,62.6,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Enhance,10,-10.0,1.5,0.003,1611.4,24.55,65.6,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Enhance,10,0.0,1.5,0.0051,1632.2,24.56,66.5,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Enhance,10,5.0,1.5,0.0061,1799.5,24.56,73.3,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Enhance,10,10.0,1.5,0.0072,1767.3,24.57,71.9,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Enhance,15,-10.0,1.5,0.003,1644.1,24.55,67.0,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Enhance,15,0.0,1.5,0.0051,1812.6,24.56,73.8,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Enhance,15,5.0,1.5,0.0061,1703.1,24.56,69.3,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Enhance,15,10.0,1.5,0.0072,1779.8,24.57,72.4,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Quad Enhance,0,-10.0,1.5,0.003,1571.9,24.55,64.0,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Quad Enhance,0,0.0,1.5,0.0051,1652.3,24.56,67.3,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Quad Enhance,0,5.0,1.5,0.0061,1500.2,24.56,61.1,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Quad Enhance,0,10.0,1.5,0.0072,1493.3,24.57,60.8,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Quad Enhance,5,-10.0,1.5,0.003,1724.0,24.55,70.2,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Quad Enhance,5,0.0,1.5,0.0051,1529.6,24.56,62.3,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Quad Enhance,5,5.0,1.5,0.0061,1671.8,24.56,68.1,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Quad Enhance,5,10.0,1.5,0.0072,1720.9,24.57,70.0,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Quad Enhance,10,-10.0,1.5,0.003,1501.1,24.55,61.1,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Quad Enhance,10,0.0,1.5,0.0051,1639.0,24.56,66.7,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Quad Enhance,10,5.0,1.5,0.0061,1717.0,24.56,69.9,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Quad Enhance,10,10.0,1.5,0.0072,1785.1,24.57,72.7,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Quad Enhance,15,-10.0,1.5,0.003,1589.5,24.55,64.7,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Quad Enhance,15,0.0,1.5,0.0051,1813.1,24.56,73.8,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Quad Enhance,15,5.0,1.5,0.0061,1770.1,24.56,72.1,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,4,Optolong L-Quad Enhance,15,10.0,1.5,0.0072,1705.9,24.57,69.4,100,2,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,None,0,-10.0,1.5,0.003,1232.8,30.05,41.0,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,None,0,0.0,1.5,0.0051,1313.2,30.05,43.7,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,None,0,5.0,1.5,0.0061,1339.7,30.06,44.6,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,None,0,10.0,1.5,0.0072,1210.4,30.06,40.3,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,None,5,-10.0,1.5,0.003,1384.2,30.05,46.1,100,4,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,None,5,0.0,1.5,0.0051,1363.0,30.05,45.4,100,4,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,None,5,5.0,1.5,0.0061,1256.3,30.06,41.8,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,None,5,10.0,1.5,0.0072,1316.2,30.06,43.8,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,None,10,-10.0,1.5,0.003,1266.1,30.05,42.1,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,None,10,0.0,1.5,0.0051,1325.8,30.05,44.1,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,None,10,5.0,1.5,0.0061,1342.4,30.06,44.7,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,None,10,10.0,1.5,0.0072,1139.9,30.06,37.9,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,None,15,-10.0,1.5,0.003,1153.9,30.05,38.4,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,None,15,0.0,1.5,0.0051,1218.8,30.05,40.6,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,None,15,5.0,1.5,0.0061,1365.2,30.06,45.4,100,4,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,None,15,10.0,1.5,0.0072,1234.4,30.06,41.1,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Enhance,0,-10.0,1.5,0.003,1629.2,30.05,54.2,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Enhance,0,0.0,1.5,0.0051,1500.6,30.05,49.9,100,4,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Enhance,0,5.0,1.5,0.0061,1448.1,30.06,48.2,100,4,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Enhance,0,10.0,1.5,0.0072,1633.2,30.06,54.3,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Enhance,5,-10.0,1.5,0.003,1530.3,30.05,50.9,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Enhance,5,0.0,1.5,0.0051,1469.8,30.05,48.9,100,4,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Enhance,5,5.0,1.5,0.0061,1374.2,30.06,45.7,100,4,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Enhance,5,10.0,1.5,0.0072,1394.3,30.06,46.4,100,4,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Enhance,10,-10.0,1.5,0.003,1402.9,30.05,46.7,100,4,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Enhance,10,0.0,1.5,0.0051,1471.1,30.05,49.0,100,4,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Enhance,10,5.0,1.5,0.0061,1544.5,30.06,51.4,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Enhance,10,10.0,1.5,0.0072,1453.8,30.06,48.4,100,4,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Enhance,15,-10.0,1.5,0.003,1380.6,30.05,45.9,100,4,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Enhance,15,0.0,1.5,0.0051,1440.9,30.05,47.9,100,4,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Enhance,15,5.0,1.5,0.0061,1484.4,30.06,49.4,100,4,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Enhance,15,10.0,1.5,0.0072,1660.9,30.06,55.3,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Quad Enhance,0,-10.0,1.5,0.003,1479.6,30.05,49.2,100,4,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Quad Enhance,0,0.0,1.5,0.0051,1387.8,30.05,46.2,100,4,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Quad Enhance,0,5.0,1.5,0.0061,1536.5,30.06,51.1,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Quad Enhance,0,10.0,1.5,0.0072,1638.9,30.06,54.5,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Quad Enhance,5,-10.0,1.5,0.003,1598.7,30.05,53.2,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Quad Enhance,5,0.0,1.5,0.0051,1613.7,30.05,53.7,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Quad Enhance,5,5.0,1.5,0.0061,1641.5,30.06,54.6,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Quad Enhance,5,10.0,1.5,0.0072,1553.3,30.06,51.7,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Quad Enhance,10,-10.0,1.5,0.003,1661.7,30.05,55.3,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Quad Enhance,10,0.0,1.5,0.0051,1370.9,30.05,45.6,100,4,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Quad Enhance,10,5.0,1.5,0.0061,1613.3,30.06,53.7,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Quad Enhance,10,10.0,1.5,0.0072,1620.0,30.06,53.9,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Quad Enhance,15,-10.0,1.5,0.003,1638.0,30.05,54.5,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Quad Enhance,15,0.0,1.5,0.0051,1505.4,30.05,50.1,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Quad Enhance,15,5.0,1.5,0.0061,1599.0,30.06,53.2,100,3,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,5,Optolong L-Quad Enhance,15,10.0,1.5,0.0072,1419.8,30.06,47.2,100,4,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,None,0,-10.0,1.5,0.003,1163.5,34.68,33.5,100,8,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,None,0,0.0,1.5,0.0051,1107.8,34.69,31.9,100,9,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,None,0,5.0,1.5,0.0061,1161.9,34.69,33.5,100,8,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,None,0,10.0,1.5,0.0072,1180.0,34.69,34.0,100,8,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,None,5,-10.0,1.5,0.003,1105.1,34.68,31.9,100,9,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,None,5,0.0,1.5,0.0051,1075.3,34.69,31.0,100,10,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,None,5,5.0,1.5,0.0061,1099.3,34.69,31.7,100,9,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,None,5,10.0,1.5,0.0072,1177.4,34.69,33.9,100,8,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,None,10,-10.0,1.5,0.003,1180.3,34.68,34.0,100,8,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,None,10,0.0,1.5,0.0051,1195.0,34.69,34.5,100,8,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,None,10,5.0,1.5,0.0061,1054.9,34.69,30.4,100,10,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,None,10,10.0,1.5,0.0072,1212.6,34.69,35.0,100,8,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,None,15,-10.0,1.5,0.003,1182.9,34.68,34.1,100,8,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,None,15,0.0,1.5,0.0051,1033.0,34.69,29.8,100,11,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,None,15,5.0,1.5,0.0061,1102.5,34.69,31.8,100,9,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,None,15,10.0,1.5,0.0072,1132.4,34.69,32.6,100,9,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Enhance,0,-10.0,1.5,0.003,1329.9,34.68,38.3,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Enhance,0,0.0,1.5,0.0051,1263.3,34.69,36.4,100,7,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Enhance,0,5.0,1.5,0.0061,1287.9,34.69,37.1,100,7,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Enhance,0,10.0,1.5,0.0072,1237.9,34.69,35.7,100,7,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Enhance,5,-10.0,1.5,0.003,1256.7,34.68,36.2,100,7,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Enhance,5,0.0,1.5,0.0051,1304.1,34.69,37.6,100,7,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Enhance,5,5.0,1.5,0.0061,1455.5,34.69,42.0,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Enhance,5,10.0,1.5,0.0072,1375.3,34.69,39.6,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Enhance,10,-10.0,1.5,0.003,1347.3,34.68,38.8,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Enhance,10,0.0,1.5,0.0051,1412.4,34.69,40.7,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Enhance,10,5.0,1.5,0.0061,1379.4,34.69,39.8,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Enhance,10,10.0,1.5,0.0072,1267.2,34.69,36.5,100,7,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Enhance,15,-10.0,1.5,0.003,1292.1,34.68,37.3,100,7,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Enhance,15,0.0,1.5,0.0051,1292.1,34.69,37.3,100,7,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Enhance,15,5.0,1.5,0.0061,1395.3,34.69,40.2,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Enhance,15,10.0,1.5,0.0072,1357.5,34.69,39.1,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Quad Enhance,0,-10.0,1.5,0.003,1337.2,34.68,38.6,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Quad Enhance,0,0.0,1.5,0.0051,1383.5,34.69,39.9,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Quad Enhance,0,5.0,1.5,0.0061,1496.6,34.69,43.1,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Quad Enhance,0,10.0,1.5,0.0072,1317.2,34.69,38.0,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Quad Enhance,5,-10.0,1.5,0.003,1373.5,34.68,39.6,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Quad Enhance,5,0.0,1.5,0.0051,1362.6,34.69,39.3,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Quad Enhance,5,5.0,1.5,0.0061,1427.3,34.69,41.1,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Quad Enhance,5,10.0,1.5,0.0072,1431.0,34.69,41.2,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Quad Enhance,10,-10.0,1.5,0.003,1430.7,34.68,41.3,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Quad Enhance,10,0.0,1.5,0.0051,1286.3,34.69,37.1,100,7,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Quad Enhance,10,5.0,1.5,0.0061,1354.1,34.69,39.0,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Quad Enhance,10,10.0,1.5,0.0072,1453.1,34.69,41.9,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Quad Enhance,15,-10.0,1.5,0.003,1335.6,34.68,38.5,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Quad Enhance,15,0.0,1.5,0.0051,1500.5,34.69,43.3,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Quad Enhance,15,5.0,1.5,0.0061,1331.0,34.69,38.4,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,180,1600,6,Optolong L-Quad Enhance,15,10.0,1.5,0.0072,1367.4,34.69,39.4,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,None,0,-10.0,1.5,0.003,1492.4,17.4,85.8,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,None,0,0.0,1.5,0.0051,1480.1,17.41,85.0,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,None,0,5.0,1.5,0.0061,1603.7,17.42,92.1,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,None,0,10.0,1.5,0.0072,1396.6,17.42,80.2,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,None,5,-10.0,1.5,0.003,1520.3,17.4,87.4,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,None,5,0.0,1.5,0.0051,1535.6,17.41,88.2,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,None,5,5.0,1.5,0.0061,1605.4,17.42,92.2,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,None,5,10.0,1.5,0.0072,1532.8,17.42,88.0,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,None,10,-10.0,1.5,0.003,1638.0,17.4,94.1,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,None,10,0.0,1.5,0.0051,1611.7,17.41,92.6,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,None,10,5.0,1.5,0.0061,1454.6,17.42,83.5,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,None,10,10.0,1.5,0.0072,1608.0,17.42,92.3,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,None,15,-10.0,1.5,0.003,1637.5,17.4,94.1,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,None,15,0.0,1.5,0.0051,1427.2,17.41,82.0,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,None,15,5.0,1.5,0.0061,1533.1,17.42,88.0,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,None,15,10.0,1.5,0.0072,1434.5,17.42,82.3,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,Optolong L-Enhance,0,-10.0,1.5,0.003,1853.8,17.4,106.5,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,Optolong L-Enhance,0,0.0,1.5,0.0051,1653.7,17.41,95.0,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,Optolong L-Enhance,0,5.0,1.5,0.0061,1884.3,17.42,108.2,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,Optolong L-Enhance,0,10.0,1.5,0.0072,1771.1,17.42,101.7,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,Optolong L-Enhance,5,-10.0,1.5,0.003,1831.4,17.4,105.2,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,Optolong L-Enhance,5,0.0,1.5,0.0051,1629.3,17.41,93.6,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,Optolong L-Enhance,5,5.0,1.5,0.0061,1870.4,17.42,107.4,100,1,2025-12-11
ZWO ASI533MC Pro,Cooled,180,3200,3,Optolong L-Enhance,5,10.0,1.5,0.0072,1798.6,17.42,103.2,100,1,2025-12-11
